"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","0","4","4","1","0.000000","0","4"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","10","11","1","0.000000","0","11"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","0.000000","0","2"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","37","37","1","0.000000","0","37"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","0.000000","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","0.000000","0","5"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","0.000000","0","2"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","6","1","0.000000","0","6"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","5","5","1","0.000000","0","5"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","5","5","1","0.000000","0","5"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","6","1","0.000000","0","6"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","0","2","2","1","0.000000","0","2"
"/Game/Player/MainModel/Mats/M_Beads.M_Beads","0","24","24","1","36.688610","0","24"
"/Game/Developers/betri/Materials/Smola.Smola","0","12","12","1","18.416346","0","12"
"/Game/Player/MainModel/Mats/M_Belts.M_Belts","0","24","24","1","36.739086","0","24"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","25","25","1","0.000000","0","25"
"/Game/Player/TestEnemy/NewEnemies/Octopussy/Mats/M_EyesEtc.M_EyesEtc","0","24","24","1","37.283600","0","24"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","30","35","1","67.320129","0","35"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","40","45","1","83.985100","0","45"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","15","16","1","0.000000","0","16"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","25","27","1","3.034372","0","27"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","24","24","1","0.000000","0","24"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","0","15","16","1","0.000000","0","16"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","5","5","1","0.000000","0","5"
"/Engine/VREditor/TransformGizmo/Main.Main","0","5","5","1","0.000000","0","5"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","7","7","1","0.000000","0","7"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","24","24","1","0.000000","0","24"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","12","1","0.000000","0","12"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","5","5","1","0.000000","0","5"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","63","63","1","50.034679","0","63"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","123","123","1","0.000000","0","123"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","5","1","0.000000","0","5"
"/Game/Player/TestEnemy/NewEnemies/Crab/Mats/M_Joints.M_Joints","0","24","24","1","35.144127","0","24"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","27","29","1","2.683800","0","29"
"/Game/Player/MainModel/Weapon/Material_005.Material_005","0","12","12","1","20.060865","0","12"
"/Game/Developers/betri/Models/leave_bush_00_mat.leave_bush_00_mat","0","40","42","1","71.825027","0","42"
"/Game/Developers/betri/Models/leave_bush_01_mat.leave_bush_01_mat","0","40","42","1","56.658936","0","42"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","33","33","1","19.887526","0","33"
"/Game/Developers/betri/Prototypes/map_1blinn6SG_004.map_1blinn6SG_004","0","27","29","1","49.654648","0","29"
"/Game/Developers/betri/Prototypes/map_1blinn6SG_002.map_1blinn6SG_002","0","27","29","1","0.000000","0","29"
"/Game/Developers/betri/Models/map_1blinn6SG.map_1blinn6SG","0","40","42","1","21.324118","0","42"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","33","33","1","18.683746","0","33"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","24","24","1","0.000000","0","24"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","10","11","1","0.000000","0","11"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","0","10","10","2","0.000000","0","10"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","14","14","1","0.000000","0","14"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","0.000000","0","2"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","0.000000","0","2"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","0","2","2","1","0.000000","0","2"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","0","5","5","1","0.000000","0","5"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","0","5","5","1","0.000000","0","5"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","54","54","1","42.259563","0","54"
"/Game/Player/TestEnemy/NewEnemies/Crab/Mats/M_Eyes.M_Eyes","0","24","24","1","41.067963","0","24"
"/Game/Player/Attack.Attack","0","40","40","1","88.663017","0","40"
"/Game/Player/RageM.RageM","0","40","40","1","78.462151","0","40"
"/Game/Player/TestEnemy/NewEnemies/Octopussy/Mats/M_Skirt.M_Skirt","0","24","24","1","40.339684","0","24"
"/Game/Player/TestEnemy/NewEnemies/Octopussy/Mats/M_Cloack.M_Cloack","0","24","24","1","0.000000","0","24"
"/Game/Player/TestEnemy/NewEnemies/Crab/Mats/M_Shield.M_Shield","0","24","24","1","40.432873","0","24"
"/Game/Player/MainModel/Weapon/M_Base.M_Base","0","12","12","1","22.166401","0","12"
"/Game/Player/Tank_M.Tank_M","0","40","40","1","80.690826","0","40"
"/Game/Developers/betri/Prototypes/scene/StaticMeshes/map_1lambert5SG.map_1lambert5SG","0","12","12","1","21.645428","0","12"
"/Game/Player/TestEnemy/NewEnemies/Tadpole/Materials/M_Eyes.M_Eyes","0","24","24","1","42.199856","0","24"
"/Game/Player/TestEnemy/NewEnemies/Tadpole/Materials/M_Body3.M_Body3","0","24","24","1","0.000000","0","24"
"/Game/Player/TestEnemy/NewEnemies/Tadpole/Materials/M_Body2.M_Body2","0","24","24","1","0.000000","0","24"
"/Game/Player/TestEnemy/NewEnemies/Tadpole/Materials/M_Body.M_Body","0","24","24","1","0.000000","0","24"
"/Game/Player/TestEnemy/NewEnemies/Octopussy/Mats/M_Tentacles.M_Tentacles","0","24","24","1","0.000000","0","24"
"/Game/Player/TestEnemy/NewEnemies/Octopussy/Mats/M_Legs.M_Legs","0","24","24","1","0.000000","0","24"
"/Game/Player/TestEnemy/NewEnemies/Crab/Mats/M_Boots.M_Boots","0","24","24","1","0.000000","0","24"
"/Game/Player/TestEnemy/NewEnemies/Crab/Mats/M_Arm.M_Arm","0","24","24","1","0.000000","0","24"
"/Game/Player/TestEnemy/NewEnemies/Tadpole/Materials/M_Lip.M_Lip","0","24","24","1","42.106762","0","24"
"/Game/Player/TestEnemy/NewEnemies/Octopussy/Mats/concha.concha","0","12","12","1","21.329458","0","12"
"/Game/Player/TestEnemy/NewEnemies/Crab/Mats/M_Shorts.M_Shorts","0","24","24","1","21.385899","0","24"
"/Game/Player/TestEnemy/NewEnemies/Crab/Mats/M_Body.M_Body","0","24","24","1","0.000000","0","24"
"/Game/Player/TestEnemy/NewEnemies/Crab/Mats/M_Arm2.M_Arm2","0","24","24","1","0.000000","0","24"
"/Game/Player/MainModel/Mats/M_Waist.M_Waist","0","24","24","1","0.000000","0","24"
"/Game/Player/MainModel/Mats/M_Top.M_Top","0","24","24","1","0.000000","0","24"
"/Game/Player/MainModel/Mats/M_Shorts.M_Shorts","0","24","24","1","0.000000","0","24"
"/Game/Player/MainModel/Mats/M_Parts.M_Parts","0","24","24","1","0.000000","0","24"
"/Game/Player/MainModel/Mats/M_Knee.M_Knee","0","24","24","1","0.000000","0","24"
"/Game/Player/MainModel/Mats/M_Head.M_Head","0","24","24","1","0.000000","0","24"
"/Game/Player/MainModel/Mats/M_Hat.M_Hat","0","24","24","1","0.000000","0","24"
"/Game/Player/MainModel/Mats/M_Hair.M_Hair","0","24","24","1","0.000000","0","24"
"/Game/Player/MainModel/Mats/M_Body.M_Body","0","24","24","1","0.000000","0","24"
"/Game/Developers/betri/Materials/M_splash.M_splash","0","52","56","1","108.444740","0","56"
"/Game/Developers/betri/Models/map_1object.map_1object","0","21","21","1","44.654633","0","21"
"/Game/Developers/betri/Prototypes/map_1object_001.map_1object_001","0","21","21","1","38.553524","0","21"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","0","5","5","1","0.000000","5","15"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","14","14","1","0.000000","0","14"
"/Game/Developers/betri/Models/map_1blinn6SG_001.map_1blinn6SG_001","0","40","0","1","0.000000","0","0"
"Globals","49","15774","0","1","0.000000","0","0"
"/Game/Developers/betri/Prototypes/M_Proto.M_Proto","49","194","194","3","44.796242","164","522"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","51","51","1","258.634918","0","51"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","304","322","6","0.000000","0","322"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","104","108","1","0.000000","0","108"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","72","76","1","0.000000","0","76"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","85","90","6","47.097275","7","90"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","49","7","7","1","8.040768","0","7"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","104","104","2","0.000000","0","104"
"/Game/Developers/betri/Models/map_1blinn6SG.map_1blinn6SG","49","113","115","1","340.842133","0","115"
"/Game/Developers/betri/Materials/M_splash.M_splash","49","68","72","1","78.551888","0","72"
"/Game/Developers/betri/Prototypes/map_1object_001.map_1object_001","49","51","51","1","150.067291","0","51"
"/Game/Developers/betri/Models/map_1blinn6SG_001.map_1blinn6SG_001","49","113","115","1","352.625641","0","0"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","262","272","6","0.000000","0","272"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","296","306","6","0.000000","0","306"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","49","10","10","1","10.026278","0","10"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","22","22","1","22.199999","0","22"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","62","68","2","0.000000","0","68"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","49","20","20","2","16.630735","0","20"
"/Game/Player/TestEnemy/NewEnemies/Octopussy/Mats/concha.concha","49","30","30","1","62.927109","0","30"
"/Game/Player/TestEnemy/NewEnemies/Tadpole/Materials/M_Lip.M_Lip","49","30","30","1","27.950228","0","30"
"/Game/Player/TestEnemy/NewEnemies/Tadpole/Materials/M_Eyes.M_Eyes","49","30","30","1","28.241245","0","30"
"/Game/Player/TestEnemy/NewEnemies/Tadpole/Materials/M_Body3.M_Body3","49","30","30","1","0.000000","0","30"
"/Game/Player/TestEnemy/NewEnemies/Tadpole/Materials/M_Body2.M_Body2","49","30","30","1","0.000000","0","30"
"/Game/Player/TestEnemy/NewEnemies/Tadpole/Materials/M_Body.M_Body","49","30","30","1","0.000000","0","30"
"/Game/Player/TestEnemy/NewEnemies/Octopussy/Mats/M_Tentacles.M_Tentacles","49","30","30","1","0.000000","0","30"
"/Game/Player/TestEnemy/NewEnemies/Octopussy/Mats/M_Skirt.M_Skirt","49","30","30","1","27.259193","0","30"
"/Game/Player/TestEnemy/NewEnemies/Octopussy/Mats/M_Legs.M_Legs","49","30","30","1","0.000000","0","30"
"/Game/Player/TestEnemy/NewEnemies/Octopussy/Mats/M_Cloack.M_Cloack","49","30","30","1","0.000000","0","30"
"/Game/Player/TestEnemy/NewEnemies/Crab/Mats/M_Shorts.M_Shorts","49","30","30","1","13.979490","0","30"
"/Game/Player/TestEnemy/NewEnemies/Crab/Mats/M_Shield.M_Shield","49","30","30","1","27.837149","0","30"
"/Game/Player/TestEnemy/NewEnemies/Crab/Mats/M_Eyes.M_Eyes","49","30","30","1","28.116234","0","30"
"/Game/Player/TestEnemy/NewEnemies/Crab/Mats/M_Boots.M_Boots","49","30","30","1","0.000000","0","30"
"/Game/Player/TestEnemy/NewEnemies/Crab/Mats/M_Body.M_Body","49","30","30","1","0.000000","0","30"
"/Game/Player/TestEnemy/NewEnemies/Crab/Mats/M_Arm2.M_Arm2","49","30","30","1","0.000000","0","30"
"/Game/Player/TestEnemy/NewEnemies/Crab/Mats/M_Arm.M_Arm","49","30","30","1","0.000000","0","30"
"/Game/Player/MainModel/Weapon/M_Base.M_Base","49","30","30","1","66.250191","0","30"
"/Game/Player/MainModel/Mats/M_Waist.M_Waist","49","30","30","1","0.000000","0","30"
"/Game/Player/MainModel/Mats/M_Top.M_Top","49","30","30","1","0.000000","0","30"
"/Game/Player/MainModel/Mats/M_Shorts.M_Shorts","49","30","30","1","0.000000","0","30"
"/Game/Player/MainModel/Mats/M_Parts.M_Parts","49","30","30","1","0.000000","0","30"
"/Game/Player/MainModel/Mats/M_Knee.M_Knee","49","30","30","1","0.000000","0","30"
"/Game/Player/MainModel/Mats/M_Head.M_Head","49","30","30","1","0.000000","0","30"
"/Game/Player/MainModel/Mats/M_Hat.M_Hat","49","30","30","1","0.000000","0","30"
"/Game/Player/MainModel/Mats/M_Hair.M_Hair","49","30","30","1","0.000000","0","30"
"/Game/Player/MainModel/Mats/M_Body.M_Body","49","30","30","1","0.000000","0","30"
"/Game/Player/Attack.Attack","49","46","46","1","48.831505","0","46"
"/Game/Player/Tank_M.Tank_M","49","46","46","1","51.344543","0","46"
"/Game/Player/RageM.RageM","49","46","46","1","65.760262","0","46"
"/Game/Developers/betri/Prototypes/scene/StaticMeshes/map_1lambert5SG.map_1lambert5SG","49","30","30","1","126.534828","0","30"
"/Game/Developers/betri/Prototypes/map_1blinn6SG_004.map_1blinn6SG_004","49","88","90","1","0.000000","0","90"
"/Game/Developers/betri/Prototypes/map_1blinn6SG_002.map_1blinn6SG_002","49","88","90","1","0.000000","0","90"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","296","306","6","0.000000","0","306"
"/InterchangeAssets/gltf/M_Default.M_Default","49","304","322","6","0.000000","0","322"
"","49","512","0","1","0.000000","513","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","7","7","1","4.226395","0","7"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","7","7","1","6.121527","0","7"
"/ControlRig/M_Manip.M_Manip","49","15","16","1","0.000000","0","16"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","15","16","1","8.842989","0","16"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","49","7","7","1","7.212372","0","7"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","49","10","10","1","9.892153","0","10"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","49","10","10","1","9.662395","0","10"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","21","21","1","13.509122","0","21"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","36","36","1","19.677126","0","36"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","91","91","1","149.916168","0","91"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","63","63","1","108.854530","0","63"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","63","63","1","104.284889","0","63"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","36","38","1","6.478914","0","38"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","2240","2263","1","0.000000","0","2263"
"/Game/Developers/betri/Models/leave_bush_01_mat.leave_bush_01_mat","49","113","115","1","327.387878","0","115"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","134","134","1","0.000000","0","134"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","32","32","1","0.000000","0","32"
"/Game/Developers/betri/Models/map_1object.map_1object","49","51","51","1","141.397049","0","51"
"/Game/Player/TestEnemy/NewEnemies/Crab/Mats/M_Joints.M_Joints","49","30","30","1","28.050434","0","30"
"/Game/Player/MainModel/Weapon/Material_005.Material_005","49","30","30","1","62.103409","0","30"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","6","1","1.047435","0","6"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","111","117","1","0.000000","0","117"
"/Game/Developers/betri/Models/leave_bush_00_mat.leave_bush_00_mat","49","113","115","1","388.960754","0","115"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","66","66","1","6.144355","0","66"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","159","159","1","30.399643","0","159"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","78","78","1","0.000000","0","78"
"/Engine/VREditor/TransformGizmo/Main.Main","49","10","10","1","7.819763","0","10"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","18","18","1","0.000000","0","18"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","34","34","1","19.643105","0","34"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","22","24","1","22.197374","0","24"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","72","75","1","0.000000","0","75"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","111","117","1","0.000000","0","117"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","72","75","1","0.000000","0","75"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","49","9","9","1","0.000000","0","9"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","12","12","1","3.662120","0","12"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","49","9","9","1","0.000000","0","9"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","10","10","1","7.806214","0","10"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","10","10","1","8.360930","0","10"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","15","16","1","0.000000","0","16"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","109","109","1","154.839005","0","109"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","30","30","1","9.599147","0","30"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","21","22","1","8.953633","0","22"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","49","21","22","1","9.712865","0","22"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","33","35","1","12.362137","0","35"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","7","7","1","0.000000","0","7"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","49","41","46","1","42.917191","0","46"
"/Game/Player/TestEnemy/NewEnemies/Octopussy/Mats/M_EyesEtc.M_EyesEtc","49","30","30","1","26.572590","0","30"
"/Game/Player/MainModel/Mats/M_Belts.M_Belts","49","30","30","1","27.007259","0","30"
"/Game/Player/MainModel/Mats/M_Beads.M_Beads","49","30","30","1","26.710512","0","30"
"/Game/Developers/betri/Materials/Smola.Smola","49","30","30","1","60.967262","0","30"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","51","56","1","46.071644","0","56"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","6","1","0.000000","0","6"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","6","1","0.000000","0","6"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","10","11","1","6.392219","0","11"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","7","7","1","0.000000","0","7"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","10","11","1","6.721918","0","11"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","10","10","1","8.715208","0","10"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","10","10","1","8.966092","0","10"
